"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"823.92","014937979","Monograph","Language material ; Text","Volume","GBA930948","9781741663242","Bateson, Catherine","1960-","person","","Bateson, Catherine, 1960- [person]","The wish pony","","","","Australia ; Wales","North Sydney, New South","Woolshed Press","2008","","130 pages, 20 cm","H.2009/.5145","Sibling rivalry--Juvenile fiction ; Magic--Juvenile fiction ; Best friends--Juvenile fiction","Children's fiction","English",""
"823.92","015104008","Monograph","Language material ; Text","Volume","GBA933868","9781847382894","Brennan, Sarah Rees","","person","","Brennan, Sarah Rees [person]","The demon's lexicon","","","","England","London","Simon & Schuster","2009","","329 pages, 20 cm","H.2009/.5175","Mothers and sons--Fiction ; Magicians--Fiction ; Brothers--Fiction","Fantasy ; Fiction ; Young adult fiction","English",""
"823.92","015109359","Monograph","Language material ; Text","Volume","GBA936607","9781405090377","Campbell, Alan","1971-","person","","Campbell, Alan, 1971- [person]","God of clocks","","The Deepgate Codex","3 [The Deepgate Codex]","England","London","","2009","","372 pages, 24 cm","Nov.2009/1773","Assassins--Fiction ; Hell--Fiction ; Magicians--Fiction","Fantasy ; Fiction","English",""
"823.92","015116359","Monograph","Language material ; Text","Volume","GBA938856","9780141325972","Bentley, Sue","1951-","person","","Swan, Angela, 1982- [person] ; Bentley, Sue, 1951- [person]","Seaside summer","","Magic ponies","5 [Magic ponies]","England","London","Puffin","2009","","115 pages, illustrations, 20 cm","YK.2010.a.21611","Circus--Juvenile fiction ; Ponies--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015116360","Monograph","Language material ; Text","Volume","GBA938857","9780141325989","Bentley, Sue","1951-","person","","Swan, Angela, 1982- [person] ; Bentley, Sue, 1951- [person]","Riding rescue","","Magic ponies","6 [Magic ponies]","England","London","Puffin","2009","","113 pages, illustrations, 20 cm","YK.2010.a.21612","Ponies--Juvenile fiction ; Magic--Juvenile fiction ; Confidence--Juvenile fiction","Children's fiction","English",""
"823.92","015116371","Monograph","Language material ; Text","Volume","GBA938868","9780192710987","Sparkes, Ali","1966-","person","","Sparkes, Ali, 1966- [person]","Dark summer","","","","England","Oxford","Oxford University Press","2009","","258 pages, 20 cm","H.2009/.5094","Caves--England--Wookey--Juvenile fiction","Children's fiction ; Realism","English",""
"823.92","015117558","Monograph","Language material ; Text","Volume","GBA940054","9781848120297","Winn, Sheri","","person","","Winn, Sheri [person]","The ghost in the tower","","The Sprite sisters","book 4 [The Sprite sisters]","England","London","Piccadilly","2009","","245 pages, 20 cm","YK.2009.a.37216","Sisters--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015171098","Monograph","Language material ; Text","Volume","GBA943052","9781906873073","Maynard, Justine","","person","","Maynard, Justine [person]","Woolly's rotten carrots","","","","England","Epping","HandE","2009","","46 pages, colour illustrations, 22 x 23 cm","YK.2010.a.28115","Magic--Juvenile fiction ; Professor Doom (Fictitious character)--Juvenile fiction","Children's fiction","English","'Created by Paul Daniels.'"
"823.92","015171099","Monograph","Language material ; Text","Volume","GBA943053","9781906873080","Maynard, Justine","","person","","Maynard, Justine [person]","The day it rained","","","","England","Epping","HandE","2009","","50 pages, colour illustrations, 22 x 23 cm","YK.2010.a.28117","Magic--Juvenile fiction ; Professor Doom (Fictitious character)--Juvenile fiction","Children's fiction","English","'Created by Paul Daniels.'"
"823.92","015171100","Monograph","Language material ; Text","Volume","GBA943054","9781906873097","Maynard, Justine","","person","","Maynard, Justine [person]","Squidgy Bog's laughing clown","","","","England","Epping","HandE","2009","","54 pages, colour illustrations, 22 x 23 cm","YK.2010.a.28116","Magic--Juvenile fiction ; Professor Doom (Fictitious character)--Juvenile fiction","Children's fiction","English","'Created by Paul Daniels.'"
"823.92","015180992","Monograph","Language material ; Text","Volume","GBA947219","9780330510219","Kain, Matt","","person","","Field, James Robert Michael [person] ; Kain, Matt [person]","Attack of the bum-biting sharks","","Quentin Quirk's magic works","","England","London","Macmillan","2009","","119 pages, illustrations, 20 cm","YK.2010.a.24303","Male friendship--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015180993","Monograph","Language material ; Text","Volume","GBA947220","9780330510226","Kain, Matt","","person","","Field, James Robert Michael [person] ; Kain, Matt [person]","Purple sluggy worry warts","","Quentin Quirk's magic works","","England","London","Macmillan","2009","","132 pages, illustrations, 20 cm","YK.2010.a.25372","Male friendship--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015181016","Monograph","Language material ; Text","Volume","GBA947243","9780385610360","Gardner, Lyn","","person","critic","Gardner, Lyn, critic [person] ; Grey, Mini [person]","Out of the woods","","","","England","Oxford","David Fickling","2009","","348 pages, illustrations, 22 cm","YK.2010.a.24822","Wolves--Juvenile fiction ; Sisters--Juvenile fiction ; Magic--Juvenile fiction ; Lions--Juvenile fiction ; Witches--Juvenile fiction","Adventure ; Children's fiction","English",""
"823.92","015181372","Monograph","Language material ; Text","Volume","GBA947599","9780749909192","Arthur, Keri","","person","","Arthur, Keri [person]","Circle of fire","","A Damask circle novel","","England","London","Piatkus","2009","","298 pages, 18 cm","H.2009/.5553","Vampires--Fiction ; Murder--Fiction ; Teenagers--Crimes against--Fiction ; Missing persons--Investigation--Fiction ; Magic--Fiction","Fiction ; Suspense","English",""
"823.92","015260917","Monograph","Language material ; Text","Volume","GBA949143","9780007309702","Waters, Summer","","person","","Waters, Summer [person]","Stolen treasures","","Silver dolphins","3 [Silver dolphins]","England","London","HarperCollins","2009","","174 pages, 20 cm","YK.2009.a.37214","Magic--Juvenile fiction ; Dolphins--Juvenile fiction ; Charms--Juvenile fiction","Children's fiction","English",""
"823.92","015260918","Monograph","Language material ; Text","Volume","GBA949144","9780007309719","Waters, Summer","","person","","Waters, Summer [person]","Double danger","","Silver dolphins","4 [Silver dolphins]","England","London","HarperCollins","2009","","174 pages, 20 cm","YK.2009.a.37224","Magic--Juvenile fiction ; Sisters--Juvenile fiction ; Dolphins--Juvenile fiction ; Charms--Juvenile fiction","Children's fiction","English",""
"823.92","015260982","Monograph","Language material ; Text","Volume","GBA949208","9780141323305","Chapman, Linda","","person","","Chapman, Linda [person]","Cloud magic","","Sky horses","","England","London","Puffin","2009","","184 pages, illustrations, 20 cm","H.2010/.8667","Horses--Juvenile fiction ; Erin (Fictitious character : Chapman)--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015260983","Monograph","Language material ; Text","Volume","GBA949209","9780141323312","Chapman, Linda","","person","","Chapman, Linda [person] ; Kronheimer, Ann [person]","The royal foal","","Sky horses","","England","London","Puffin","2009","","184 pages, illustrations, 20 cm","YK.2010.a.23476","Horses--Juvenile fiction ; Erin (Fictitious character : Chapman)--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015260984","Monograph","Language material ; Text","Volume","GBA949210","9780141323329","Chapman, Linda","","person","","Chapman, Linda [person] ; Kronheimer, Ann [person]","The whispering tree","","Sky horses","","England","London","Puffin","2009","","180 pages, illustrations, 20 cm","YK.2010.a.23481","Horses--Juvenile fiction ; Erin (Fictitious character : Chapman)--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015260985","Monograph","Language material ; Text","Volume","GBA949211","9780141323336","Chapman, Linda","","person","","Chapman, Linda [person] ; Kronheimer, Ann [person]","The eye of the storm","","Sky horses","","England","London","Puffin","2009","","183 pages, illustrations, 20 cm","YK.2010.a.23479","Horses--Juvenile fiction ; Erin (Fictitious character : Chapman)--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015261318","Monograph","Language material ; Text","Volume","GBA949544","9780749691844","Harvey, Damian","","person","","Elkerton, Andy [person] ; Harvey, Damian [person]","The wizard's wish","","Leapfrog rhyme time","","England","London","Franklin Watts","2009","","29 pages, illustrations, 22 cm","YK.2010.a.27256","Wizards--Pictorial works--Juvenile fiction","Children's fiction ; Pictorial work ; Story in rhyme","English",""
"823.92","015261558","Monograph","Language material ; Text","Volume","GBA949783","9781408304471","Webb, Holly","","person","","Webb, Holly [person]","Rose","","","","England","London","Orchard","2009","","261 pages, 20 cm","YK.2010.a.27372","Alchemy--Juvenile fiction ; Orphans--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015261800","Monograph","Language material ; Text","Volume","GBA950025","9781840117196","Bartram, Simon","","person","","Bartram, Simon [person]","The disappearing moon","","Bob and Barry's lunar adventures","","England","Dorking","Templar","2009","","79 pages, illustrations, 20 cm","YK.2010.a.36720","Extraterrestrial beings--Juvenile fiction ; Magic tricks--Juvenile fiction ; Space flight to the moon--Juvenile fiction","Children's fiction","English",""
"823.92","015261935","Monograph","Language material ; Text","Volume","GBA950160","9781846686986","Forsyth, Neil","1978-","person","","Forsyth, Neil, 1978- [person]","Let them come through","","","","England","London","Serpent's Tail","2009","","314 pages, 22 cm","H.2009/.5233","Magicians--Fiction ; Celebrities--Fiction ; Psychics--Fiction","Fiction","English",""
"823.92","015270469","Monograph","Language material ; Text","Volume","GBA953722","9780141327723","Bentley, Sue","1951-","person","","Swan, Angela, 1982- [person] ; Bentley, Sue, 1951- [person]","Winter wonderland","","Magic ponies","7 [Magic ponies]","England","London","Puffin","2009","","112 pages, illustrations, 20 cm","H.2009/.5563","Ponies--Juvenile fiction ; Magic--Juvenile fiction ; Comet (Fictitious character : Bentley)--Juvenile fiction","Children's fiction","English",""
"823.92","015270470","Monograph","Language material ; Text","Volume","GBA953723","9780141327730","Bentley, Sue","1951-","person","","Swan, Angela, 1982- [person] ; Bentley, Sue, 1951- [person]","Pony camp","","Magic ponies","8 [Magic ponies]","England","London","Puffin","2009","","110 pages, illustrations, 20 cm","YK.2009.a.37215","Ponies--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015271443","Monograph","Language material ; Text","Volume","GBA954695","9781841497341","Griffin, Kate","1986-","person","","Griffin, Kate, 1986- [person]","The midnight mayor","","A Matthew Swift novel","","England","London","Orbit","2010","","410 pages, 20 cm","H.2010/.7661","London (England)--Fiction ; Magicians--Fiction","Fantasy ; Fiction","English",""
"823.92","015271549","Monograph","Language material ; Text","Volume","GBA954801","9781847385321","KilBride, Sarah","","person","","KilBride, Sarah [person] ; Tilley, Sophie [person]","Silver the magic snow pony","","Princess Evie's ponies","","England","London","Simon & Schuster","2009","","25 pages, colour illustrations, 24 cm + 1 fold-out paper pony","LC.31.a.8907","Ponies--Pictorial works--Juvenile fiction ; Magic--Pictorial works--Juvenile fiction ; Kittens--Pictorial works--Juvenile fiction ; Princesses--Pictorial works--Juvenile fiction","Children's fiction ; Pictorial work","English",""
"823.92","015271550","Monograph","Language material ; Text","Volume","GBA954802","9781847385338","KilBride, Sarah","","person","","KilBride, Sarah [person] ; Tilley, Sophie [person]","Neptune the magic sea pony","","Princess Evie's ponies","1 [Princess Evie's ponies]","England","London","Simon & Schuster","2009","","25 pages, illustrations, 24 cm + 1 fold-out pony","LC.31.a.8863","Ponies--Pictorial works--Juvenile fiction ; Magic--Pictorial works--Juvenile fiction ; Kittens--Pictorial works--Juvenile fiction ; Princesses--Pictorial works--Juvenile fiction","Children's fiction ; Pictorial work","English",""
"823.92","015286545","Monograph","Language material ; Text","Volume","GBA956826","9781405243902","","","","","Blyton, Enid [person] ; Waters, Erica-Jane [person]","Giantland","","Enid Blyton's the new adventures of the wishing-chair","4 [Enid Blyton's the new adventures of the wishing-chair]","England","London","Egmont","2009","","114 pages, illustrations, 20 cm","YK.2010.a.11754","Pixies--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015286546","Monograph","Language material ; Text","Volume","GBA956827","9781405243919","","","","","Blyton, Enid [person] ; Waters, Erica-Jane [person]","The Land of Fairytales","","Enid Blyton's the new adventures of the wishing-chair","5 [Enid Blyton's the new adventures of the wishing-chair]","England","London","Egmont","2009","","114 pages, illustrations, 20 cm","YK.2010.a.11008","Pixies--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English",""
"823.92","015286547","Monograph","Language material ; Text","Volume","GBA956828","9781405243926","","","","","Blyton, Enid [person] ; Waters, Erica-Jane [person]","Winter Wonderland","","Enid Blyton's the new adventures of the wishing-chair","6 [Enid Blyton's the new adventures of the wishing-chair]","England","London","Egmont","2009","","114 pages, illustrations, 20 cm","YK.2011.a.7423","Pixies--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English","Based on the characters by Enid Blyton"
"823.92","015287537","Monograph","Language material ; Text","Volume","GBA957818","9780571227006","Taylor, G. P.","","person","","Taylor, G. P. [person]","Mariah Mundi and the ship of fools","","","","England","London","Faber","2009","","312 pages, 23 cm","Nov.2010/17","Assassins--Fiction ; Racing--Fiction ; Cruise ships--Fiction ; Bombs--Fiction ; Magicians--Fiction","Fiction ; Suspense fiction ; Young adult fiction","English",""
"823.92","015289433","Monograph","Language material ; Text","Volume","GBB1A4127","9781407546216","","","","","Driscoll, Laura [person] ; Papademetriou, Lisa [person]","Tinker Bell and friends. Book 7. Fawn & Iridessa","Fawn and the mysterious trickster ; Iridessa, lost at sea","Disney fairies","","England","Bath","Parragon","2010","","176 pages, colour illustrations, 20 cm","YK.2011.a.27067","Fairy tales ; Magic--Juvenile fiction ; Children's stories ; Mermaids--Juvenile fiction ; Tinker Bell, (Fictitious character)--Juvenile fiction","Children's fiction","English",""
"823.92","015292250","Monograph","Language material ; Text","Volume","GBA959951","9781741664379","Merlin, Isabelle","","person","","Merlin, Isabelle [person]","Cupid's arrow","","","","Australia ; Wales","Milsons Point, New South","Random House","2009","","336 pages, 20 cm","YK.2010.a.6108","Forests and forestry--France--Avallon--Fiction ; Magic--Fiction ; Dreams--Fiction","Fiction ; Young adult fiction","English",""
